"hod";"cod";"N";"disease";"total.cod";"total.hod";"total";"prop.cod";"prop.total"
17;"C22";229;"Malignant neoplasm of liver and intrahepatic bile ducts";4862;23617;513095;0,0470999588646647;0,0460285132382892
17;"C23";15;"Malignant neoplasm of gallbladder";562;23617;513095;0,0266903914590747;0,0460285132382892
17;"C24";56;"Malignant neoplasm of other and unspecified parts of biliary tract";1019;23617;513095;0,0549558390578999;0,0460285132382892
17;"C25";148;"Malignant neoplasm of pancreas";3493;23617;513095;0,0423704551961065;0,0460285132382892
17;"C26";8;"Malignant neoplasm of other and ill-defined digestive organs";340;23617;513095;0,0235294117647059;0,0460285132382892
17;"C31";1;"Malignant neoplasm of accessory sinuses";49;23617;513095;0,0204081632653061;0,0460285132382892
17;"C32";47;"Malignant neoplasm of larynx";826;23617;513095;0,0569007263922518;0,0460285132382892
17;"C34";321;"Malignant neoplasm of bronchus and lung";6477;23617;513095;0,0495599814729041;0,0460285132382892
17;"C38";4;"Malignant neoplasm of heart, mediastinum, and pleura";87;23617;513095;0,0459770114942529;0,0460285132382892
17;"C40";2;"Malignant neoplasm of bone and articular cartilage of limbs";100;23617;513095;0,02;0,0460285132382892
17;"C41";31;"Malignant neoplasm of bone and articular cartilage of other and unspecified sites";619;23617;513095;0,0500807754442649;0,0460285132382892
17;"C43";21;"Malignant melanoma of skin";473;23617;513095;0,0443974630021142;0,0460285132382892
17;"C44";32;"Other malignant neoplasms of skin";793;23617;513095;0,0403530895334174;0,0460285132382892
17;"C45";10;"Mesothelioma";224;23617;513095;0,0446428571428571;0,0460285132382892
17;"C46";1;"Kaposi's sarcoma";15;23617;513095;0,0666666666666667;0,0460285132382892
17;"C47";1;"Malignant neoplasm of peripheral nerves and autonomic nervous system";33;23617;513095;0,0303030303030303;0,0460285132382892
17;"C48";8;"Malignant neoplasm of retroperitoneum and peritoneum";195;23617;513095;0,041025641025641;0,0460285132382892
17;"C49";23;"Malignant neoplasm of other connective and soft tissue";613;23617;513095;0,0375203915171289;0,0460285132382892
17;"C50";243;"Malignant neoplasm of breast";4684;23617;513095;0,0518787361229718;0,0460285132382892
17;"C51";3;"Malignant neoplasm of vulva";113;23617;513095;0,0265486725663717;0,0460285132382892
17;"C52";2;"Malignant neoplasm of vagina";33;23617;513095;0,0606060606060606;0,0460285132382892
17;"C53";179;"Malignant neoplasm of cervix uteri";3895;23617;513095;0,0459563543003851;0,0460285132382892
17;"C54";4;"Malignant neoplasm of corpus uteri";321;23617;513095;0,0124610591900312;0,0460285132382892
17;"C55";15;"Malignant neoplasm of uterus, part unspecified";286;23617;513095;0,0524475524475524;0,0460285132382892
17;"C56";74;"Malignant neoplasm of ovary";1641;23617;513095;0,0450944546008531;0,0460285132382892
17;"C60";12;"Malignant neoplasm of penis";145;23617;513095;0,0827586206896552;0,0460285132382892
17;"C61";209;"Malignant neoplasm of prostate";4968;23617;513095;0,0420692431561997;0,0460285132382892
17;"C62";11;"Malignant neoplasm of testis";340;23617;513095;0,0323529411764706;0,0460285132382892
17;"C64";71;"Malignant neoplasm of kidney, except renal pelvis";1650;23617;513095;0,043030303030303;0,0460285132382892
17;"C67";47;"Malignant neoplasm of bladder";999;23617;513095;0,047047047047047;0,0460285132382892
17;"C68";1;"Malignant neoplasm of other and unspecified urinary organs";20;23617;513095;0,05;0,0460285132382892
17;"C69";4;"Malignant neoplasm of eye and adnexa";85;23617;513095;0,0470588235294118;0,0460285132382892
17;"C70";1;"Malignant neoplasm of meninges";24;23617;513095;0,0416666666666667;0,0460285132382892
17;"C71";66;"Malignant neoplasm of brain";1732;23617;513095;0,0381062355658199;0,0460285132382892
17;"C72";1;"Malignant neoplasm of spinal cord, cranial nerves, and other parts of central nervous system";53;23617;513095;0,0188679245283019;0,0460285132382892
17;"C73";20;"Malignant neoplasm of thyroid gland";483;23617;513095;0,041407867494824;0,0460285132382892
17;"C74";8;"Malignant neoplasm of adrenal gland";84;23617;513095;0,0952380952380952;0,0460285132382892
17;"C75";4;"Malignant neoplasm of other endocrine glands and related structures";55;23617;513095;0,0727272727272727;0,0460285132382892
17;"C76";19;"Malignant neoplasm of other and ill_defined sites";537;23617;513095;0,0353817504655493;0,0460285132382892
17;"C77";2;"Secondary and unspecified malignant neoplasm of lymph nodes";24;23617;513095;0,0833333333333333;0,0460285132382892
17;"C78";24;"Secondary malignant neoplasm of respiratory and digestive organs";607;23617;513095;0,0395387149917628;0,0460285132382892
17;"C79";17;"Secondary malignant neoplasm of other sites";312;23617;513095;0,0544871794871795;0,0460285132382892
17;"C80";75;"Malignant neoplasm without specification of site";1838;23617;513095;0,0408052230685528;0,0460285132382892
17;"C81";19;"Hodgkin's disease";432;23617;513095;0,0439814814814815;0,0460285132382892
17;"C82";2;"Follicular [nodular] non-Hodgkin's lymphoma";33;23617;513095;0,0606060606060606;0,0460285132382892
17;"C83";12;"Diffuse non-Hodgkin's lymphoma";241;23617;513095;0,0497925311203319;0,0460285132382892
17;"C84";6;"Peripheral and cutaneous T-cell lymphomas";54;23617;513095;0,111111111111111;0,0460285132382892
17;"C85";69;"Other and unspecified types of non-Hodgkin's lymphoma";1735;23617;513095;0,0397694524495677;0,0460285132382892
17;"C90";36;"Multiple myeloma and malignant plasma cell neoplasms";797;23617;513095;0,0451693851944793;0,0460285132382892
17;"C91";89;"Lymphoid leukemia";1787;23617;513095;0,0498041410184667;0,0460285132382892
17;"C92";66;"Myeloid leukemia";1184;23617;513095;0,0557432432432432;0,0460285132382892
17;"C94";1;"Other leukemias of specified cell type";25;23617;513095;0,04;0,0460285132382892
17;"C95";26;"Leukemia of unspecified cell type";619;23617;513095;0,0420032310177706;0,0460285132382892
17;"C96";1;"Other and unspecified malignant neoplasms of lymphoid, hematopoietic, and related tissue";22;23617;513095;0,0454545454545455;0,0460285132382892
17;"C97";36;"Malignant neoplasms of independent (primary) multiple sites";721;23617;513095;0,0499306518723994;0,0460285132382892
17;"D13";2;"Benign neoplasm of other and ill-defined parts of digestive system";25;23617;513095;0,08;0,0460285132382892
17;"D16";1;"Benign neoplasm of bone and articular cartilage";6;23617;513095;0,166666666666667;0,0460285132382892
17;"D18";6;"Hemangioma and lymphangioma, any site";93;23617;513095;0,0645161290322581;0,0460285132382892
17;"D21";2;"Other benign neoplasms of connective and other soft tissue";15;23617;513095;0,133333333333333;0,0460285132382892
17;"D25";4;"Leiomyoma of uterus";31;23617;513095;0,129032258064516;0,0460285132382892
17;"D32";12;"Benign neoplasm of meninges";266;23617;513095;0,0451127819548872;0,0460285132382892
17;"D33";1;"Benign neoplasm of brain and other parts of central nervous system";19;23617;513095;0,0526315789473684;0,0460285132382892
17;"D35";8;"Benign neoplasm of other and unspecified endocrine glands";112;23617;513095;0,0714285714285714;0,0460285132382892
17;"D36";4;"Benign neoplasm of other and unspecified sites";37;23617;513095;0,108108108108108;0,0460285132382892
17;"D37";37;"Neoplasm of uncertain or unknown behavior of oral cavity and digestive organs";706;23617;513095;0,0524079320113314;0,0460285132382892
17;"D38";9;"Neoplasm of uncertain or unknown behavior of middle ear and respiratory and intrathoracic organs";320;23617;513095;0,028125;0,0460285132382892
17;"D39";1;"Neoplasm of uncertain or unknown behavior of female genital organs";53;23617;513095;0,0188679245283019;0,0460285132382892
17;"D41";4;"Neoplasm of uncertain or unknown behavior of urinary organs";125;23617;513095;0,032;0,0460285132382892
17;"D42";1;"Neoplasm of uncertain or unknown behavior of meninges";15;23617;513095;0,0666666666666667;0,0460285132382892
17;"D43";36;"Neoplasm of uncertain or unknown behavior of brain and central nervous system";843;23617;513095;0,0427046263345196;0,0460285132382892
17;"D44";1;"Neoplasm of uncertain or unknown behavior of endocrine glands";80;23617;513095;0,0125;0,0460285132382892
17;"D46";11;"Myelodysplastic syndromes";298;23617;513095;0,0369127516778524;0,0460285132382892
17;"D47";7;"Other neoplasms of uncertain or unknown behavior of lymphoid, hematopoietic, and related tissue";143;23617;513095;0,048951048951049;0,0460285132382892
17;"D48";33;"Neoplasm of uncertain or unknown behavior of other and unspecified sites";587;23617;513095;0,0562180579216354;0,0460285132382892
17;"D50";3;"Iron deficiency anemia";89;23617;513095;0,0337078651685393;0,0460285132382892
17;"D51";2;"Vitamin B12 deficiency anemia";12;23617;513095;0,166666666666667;0,0460285132382892
17;"D52";2;"Folate deficiency anemia";18;23617;513095;0,111111111111111;0,0460285132382892
17;"D53";32;"Other nutritional anemias";693;23617;513095;0,0461760461760462;0,0460285132382892
17;"D57";1;"Sickle-cell disorders";2;23617;513095;0,5;0,0460285132382892
17;"D58";4;"Other hereditary hemolytic anemias";57;23617;513095;0,0701754385964912;0,0460285132382892
17;"D59";5;"Acquired hemolytic anemia";53;23617;513095;0,0943396226415094;0,0460285132382892
17;"D61";17;"Other aplastic anemias";483;23617;513095;0,0351966873706004;0,0460285132382892
17;"D64";96;"Other anemias";2067;23617;513095;0,04644412191582;0,0460285132382892
17;"D65";10;"Disseminated intravascular coagulation [defibrination syndrome]";169;23617;513095;0,0591715976331361;0,0460285132382892
17;"D66";1;"Hereditary factor VIII deficiency";22;23617;513095;0,0454545454545455;0,0460285132382892
17;"D68";6;"Other coagulation defects";155;23617;513095;0,0387096774193548;0,0460285132382892
17;"D69";14;"Purpura and other hemorrhagic conditions";312;23617;513095;0,0448717948717949;0,0460285132382892
17;"D71";1;"Functional disorders of polymorphonuclear neutrophils";1;23617;513095;1;0,0460285132382892
17;"D72";1;"Other disorders of white blood cells";7;23617;513095;0,142857142857143;0,0460285132382892
17;"D73";1;"Diseases of spleen";25;23617;513095;0,04;0,0460285132382892
17;"D75";2;"Other diseases of blood and blood-forming organs";28;23617;513095;0,0714285714285714;0,0460285132382892
17;"D76";1;"Certain diseases involving lymphoreticular tissue and reticulohistiocytic system";44;23617;513095;0,0227272727272727;0,0460285132382892
17;"D84";2;"Other immunodeficiencies";73;23617;513095;0,0273972602739726;0,0460285132382892
17;"E03";14;"Other hypothyroidism";379;23617;513095;0,0369393139841689;0,0460285132382892
17;"E04";1;"Other nontoxic goiter";35;23617;513095;0,0285714285714286;0,0460285132382892
17;"E05";6;"Thyrotoxicosis [hyperthyroidism]";151;23617;513095;0,0397350993377483;0,0460285132382892
17;"E10";43;"Insulin-dependent diabetes mellitus";1118;23617;513095;0,0384615384615385;0,0460285132382892
17;"E11";1877;"Non-insulin-dependent diabetes mellitus  ";42421;23617;513095;0,0442469531599915;0,0460285132382892
17;"E12";102;"Malnutrition-related diabetes mellitus  ";2160;23617;513095;0,0472222222222222;0,0460285132382892
17;"E14";1215;"Unspecified diabetes mellitus  ";27330;23617;513095;0,044456641053787;0,0460285132382892
17;"E15";1;"Nondiabetic hypoglycemic coma";9;23617;513095;0,111111111111111;0,0460285132382892
17;"E16";6;"Other disorders of pancreatic internal secretion";249;23617;513095;0,0240963855421687;0,0460285132382892
17;"E23";2;"Hypofunction and other disorders of the pituitary gland";49;23617;513095;0,0408163265306122;0,0460285132382892
17;"E24";1;"Cushing's syndrome";43;23617;513095;0,0232558139534884;0,0460285132382892
17;"E27";2;"Other disorders of adrenal gland";57;23617;513095;0,0350877192982456;0,0460285132382892
17;"E40";2;"Kwashiorkor";66;23617;513095;0,0303030303030303;0,0460285132382892
17;"E41";1;"Nutritional marasmus";70;23617;513095;0,0142857142857143;0,0460285132382892
17;"E43";161;"Unspecified severe protein-energy malnutrition";3642;23617;513095;0,0442064799560681;0,0460285132382892
17;"E44";56;"Protein-energy malnutrition of moderate and mild degree";1020;23617;513095;0,0549019607843137;0,0460285132382892
17;"E46";152;"Unspecified protein-energy malnutrition";3275;23617;513095;0,046412213740458;0,0460285132382892
17;"E66";49;"Obesity";1073;23617;513095;0,0456663560111836;0,0460285132382892
17;"E67";2;"Other hyperalimentation";2;23617;513095;1;0,0460285132382892
17;"E72";2;"Other disorders of amino-acid metabolism";9;23617;513095;0,222222222222222;0,0460285132382892
17;"E74";1;"Other disorders of carbohydrate metabolism";9;23617;513095;0,111111111111111;0,0460285132382892
17;"E75";1;"Disorders of sphingolipid metabolism and other lipid storage disorders";18;23617;513095;0,0555555555555556;0,0460285132382892
17;"E77";1;"Disorders of glycoprotein metabolism";5;23617;513095;0,2;0,0460285132382892
17;"E78";41;"Disorders of lipoprotein metabolism and other lipidemias";1053;23617;513095;0,0389363722697056;0,0460285132382892
17;"E79";5;"Disorders of purine and pyrimidine metabolism";82;23617;513095;0,0609756097560976;0,0460285132382892
17;"E83";1;"Disorders of mineral metabolism";33;23617;513095;0,0303030303030303;0,0460285132382892
17;"E84";3;"Cystic fibrosis";102;23617;513095;0,0294117647058824;0,0460285132382892
17;"E85";1;"Amyloidosis";31;23617;513095;0,032258064516129;0,0460285132382892
17;"E86";25;"Volume depletion";618;23617;513095;0,040453074433657;0,0460285132382892
17;"E87";97;"Other disorders of fluid, electrolyte, and acid-base balance";2256;23617;513095;0,0429964539007092;0,0460285132382892
17;"E88";19;"Other metabolic disorders";336;23617;513095;0,056547619047619;0,0460285132382892
17;"F01";6;"Vascular dementia";67;23617;513095;0,0895522388059701;0,0460285132382892
17;"F03";26;"Unspecified dementia";746;23617;513095;0,0348525469168901;0,0460285132382892
17;"F05";1;"Delirium, not induced by alcohol and other psychoactive substances";24;23617;513095;0,0416666666666667;0,0460285132382892
17;"F06";2;"Other mental disorders due to brain damage and dysfunction and to physical disease";38;23617;513095;0,0526315789473684;0,0460285132382892
17;"F10";100;"Mental and behavioral disorders due to use of alcohol";2485;23617;513095;0,0402414486921529;0,0460285132382892
17;"F17";2;"Mental and behavioral disorders due to use of tobacco  ";38;23617;513095;0,0526315789473684;0,0460285132382892
17;"F19";5;"Mental and behavioral disorders due to multiple drug use and use of other psychoactive substances  ";74;23617;513095;0,0675675675675676;0,0460285132382892
17;"F20";8;"Schizophrenia";91;23617;513095;0,0879120879120879;0,0460285132382892
17;"F31";1;"Bipolar affective disorder";14;23617;513095;0,0714285714285714;0,0460285132382892
17;"F32";14;"Depressive episode";146;23617;513095;0,0958904109589041;0,0460285132382892
17;"F44";1;"Dissociative [conversion] disorders";7;23617;513095;0,142857142857143;0,0460285132382892
17;"F79";2;"Unspecified mental retardation";13;23617;513095;0,153846153846154;0,0460285132382892
17;"F82";2;"Specific developmental disorder of motor function";24;23617;513095;0,0833333333333333;0,0460285132382892
17;"G00";7;"Bacterial meningitis, not elsewhere classified";184;23617;513095;0,0380434782608696;0,0460285132382892
17;"G03";8;"Meningitis due to other and unspecified causes";158;23617;513095;0,0506329113924051;0,0460285132382892
17;"G04";12;"Encephalitis, myelitis, and encephalomyelitis";465;23617;513095;0,0258064516129032;0,0460285132382892
17;"G06";3;"Intracranial and intraspinal abscess and granuloma";80;23617;513095;0,0375;0,0460285132382892
17;"G09";3;"Sequelae of inflammatory diseases of central nervous system";74;23617;513095;0,0405405405405405;0,0460285132382892
17;"G11";1;"Hereditary ataxia";15;23617;513095;0,0666666666666667;0,0460285132382892
17;"G12";12;"Spinal muscular atrophy and related syndromes";274;23617;513095;0,0437956204379562;0,0460285132382892
17;"G20";54;"Parkinson's disease";1046;23617;513095;0,0516252390057361;0,0460285132382892
17;"G23";1;"Other degenerative diseases of basal ganglia";7;23617;513095;0,142857142857143;0,0460285132382892
17;"G30";60;"Alzheimer's disease";1230;23617;513095;0,0487804878048781;0,0460285132382892
17;"G31";14;"Other degenerative diseases of nervous system, not elsewhere classified";217;23617;513095;0,0645161290322581;0,0460285132382892
17;"G35";11;"Multiple sclerosis";243;23617;513095;0,0452674897119342;0,0460285132382892
17;"G37";4;"Other demyelinating diseases of central nervous system";50;23617;513095;0,08;0,0460285132382892
17;"G40";68;"Epilepsy";1413;23617;513095;0,0481245576786978;0,0460285132382892
17;"G41";8;"Status epilepticus";208;23617;513095;0,0384615384615385;0,0460285132382892
17;"G50";1;"Disorders of trigeminal nerve";2;23617;513095;0,5;0,0460285132382892
17;"G58";2;"Other mononeuropathies";14;23617;513095;0,142857142857143;0,0460285132382892
17;"G61";11;"Inflammatory polyneuropathy";197;23617;513095;0,0558375634517767;0,0460285132382892
17;"G62";2;"Other polyneuropathies";59;23617;513095;0,0338983050847458;0,0460285132382892
17;"G70";5;"Myasthenia gravis and other myoneural disorders";79;23617;513095;0,0632911392405063;0,0460285132382892
17;"G71";10;"Primary disorders of muscles";229;23617;513095;0,0436681222707424;0,0460285132382892
17;"G80";36;"Infantile cerebral palsy";1004;23617;513095;0,0358565737051793;0,0460285132382892
17;"G81";2;"Hemiplegia";77;23617;513095;0,025974025974026;0,0460285132382892
17;"G82";5;"Paraplegia and tetraplegia";170;23617;513095;0,0294117647058824;0,0460285132382892
17;"G83";1;"Other paralytic syndromes";39;23617;513095;0,0256410256410256;0,0460285132382892
17;"G90";4;"Disorders of autonomic nervous system";22;23617;513095;0,181818181818182;0,0460285132382892
17;"G91";12;"Hydrocephalus";309;23617;513095;0,0388349514563107;0,0460285132382892
17;"G93";64;"Other disorders of brain";1160;23617;513095;0,0551724137931034;0,0460285132382892
17;"G95";9;"Other diseases of spinal cord";134;23617;513095;0,0671641791044776;0,0460285132382892
17;"H05";1;"Disorders of orbit";4;23617;513095;0,25;0,0460285132382892
17;"H26";1;"Other cataract";1;23617;513095;1;0,0460285132382892
17;"H44";1;"Disorders of globe";7;23617;513095;0,142857142857143;0,0460285132382892
17;"H66";2;"Suppurative and unspecified otitis media";48;23617;513095;0,0416666666666667;0,0460285132382892
17;"I00";1;"Rheumatic fever without mention of heart involvement";29;23617;513095;0,0344827586206897;0,0460285132382892
17;"I05";21;"Rheumatic mitral valve diseases";497;23617;513095;0,0422535211267606;0,0460285132382892
17;"I06";1;"Rheumatic aortic valve diseases";14;23617;513095;0,0714285714285714;0,0460285132382892
17;"I07";2;"Rheumatic tricuspid valve diseases";41;23617;513095;0,0487804878048781;0,0460285132382892
17;"I08";7;"Multiple valve diseases";142;23617;513095;0,0492957746478873;0,0460285132382892
17;"I09";18;"Other rheumatic heart diseases";328;23617;513095;0,0548780487804878;0,0460285132382892
17;"I10";235;"Essential (primary) hypertension";4944;23617;513095;0,0475323624595469;0,0460285132382892
17;"I11";237;"Hypertensive heart disease";4856;23617;513095;0,0488056013179572;0,0460285132382892
17;"I12";207;"Hypertensive renal disease";4574;23617;513095;0,045255793616091;0,0460285132382892
17;"I13";40;"Hypertensive heart and renal disease";829;23617;513095;0,0482509047044632;0,0460285132382892
17;"I20";15;"Angina pectoris";199;23617;513095;0,0753768844221105;0,0460285132382892
17;"I21";2257;"Acute myocardial infarction";46794;23617;513095;0,0482326794033423;0,0460285132382892
17;"I24";16;"Other acute ischemic heart diseases";288;23617;513095;0,0555555555555556;0,0460285132382892
17;"I25";481;"Chronic ischemic heart disease";10059;23617;513095;0,0478178745402127;0,0460285132382892
17;"I26";40;"Pulmonary embolism";1041;23617;513095;0,0384245917387128;0,0460285132382892
17;"I27";47;"Other pulmonary heart diseases";964;23617;513095;0,0487551867219917;0,0460285132382892
17;"I31";6;"Other diseases of pericardium";115;23617;513095;0,0521739130434783;0,0460285132382892
17;"I33";6;"Acute and subacute endocarditis";131;23617;513095;0,0458015267175573;0,0460285132382892
17;"I34";4;"Nonrheumatic mitral valve disorders";176;23617;513095;0,0227272727272727;0,0460285132382892
17;"I35";32;"Nonrheumatic aortic valve disorders";552;23617;513095;0,0579710144927536;0,0460285132382892
17;"I38";15;"Endocarditis, valve unspecified";243;23617;513095;0,0617283950617284;0,0460285132382892
17;"I42";37;"Cardiomyopathy";856;23617;513095;0,0432242990654206;0,0460285132382892
17;"I44";13;"Atrioventricular and left bundle-branch block";277;23617;513095;0,0469314079422383;0,0460285132382892
17;"I45";1;"Other conduction disorders";70;23617;513095;0,0142857142857143;0,0460285132382892
17;"I47";8;"Paroxysmal tachycardia";84;23617;513095;0,0952380952380952;0,0460285132382892
17;"I48";37;"Atrial fibrillation and flutter";822;23617;513095;0,0450121654501217;0,0460285132382892
17;"I49";46;"Other cardiac arrhythmias";797;23617;513095;0,0577164366373902;0,0460285132382892
17;"I50";388;"Heart failure";8486;23617;513095;0,0457223662502946;0,0460285132382892
17;"I51";48;"Complications and ill-defined descriptions of heart disease";794;23617;513095;0,0604534005037783;0,0460285132382892
17;"I60";88;"Subarachnoid hemorrhage";1721;23617;513095;0,0511330621731551;0,0460285132382892
17;"I61";272;"Intracerebral hemorrhage";6485;23617;513095;0,0419429452582884;0,0460285132382892
17;"I62";19;"Other nontraumatic intracranial hemorrhage";440;23617;513095;0,0431818181818182;0,0460285132382892
17;"I63";153;"Cerebral infarction";3560;23617;513095;0,0429775280898876;0,0460285132382892
17;"I64";224;"Stroke, not specified as hemorrhage or infarction";5093;23617;513095;0,0439819359905753;0,0460285132382892
17;"I67";306;"Other cerebrovascular diseases";7266;23617;513095;0,0421139554087531;0,0460285132382892
17;"I69";212;"Sequelae of cerebrovascular disease";4600;23617;513095;0,0460869565217391;0,0460285132382892
17;"I70";9;"Atherosclerosis";351;23617;513095;0,0256410256410256;0,0460285132382892
17;"I71";31;"Aortic aneurysm and dissection";514;23617;513095;0,0603112840466926;0,0460285132382892
17;"I72";10;"Other aneurysm";108;23617;513095;0,0925925925925926;0,0460285132382892
17;"I73";14;"Other peripheral vascular diseases";318;23617;513095;0,0440251572327044;0,0460285132382892
17;"I74";10;"Arterial embolism and thrombosis";229;23617;513095;0,0436681222707424;0,0460285132382892
17;"I77";23;"Other disorders of arteries and arterioles";464;23617;513095;0,0495689655172414;0,0460285132382892
17;"I80";9;"Phlebitis and thrombophlebitis";314;23617;513095;0,0286624203821656;0,0460285132382892
17;"I81";1;"Portal vein thrombosis";7;23617;513095;0,142857142857143;0,0460285132382892
17;"I82";3;"Other venous embolism and thrombosis";61;23617;513095;0,0491803278688525;0,0460285132382892
17;"I83";7;"Varicose veins of lower extremities";111;23617;513095;0,0630630630630631;0,0460285132382892
17;"I84";1;"Hemorrhoids";12;23617;513095;0,0833333333333333;0,0460285132382892
17;"I85";11;"Esophageal varices";300;23617;513095;0,0366666666666667;0,0460285132382892
17;"I86";1;"Varicose veins of other sites";12;23617;513095;0,0833333333333333;0,0460285132382892
17;"I87";16;"Other disorders of veins";321;23617;513095;0,0498442367601246;0,0460285132382892
17;"I89";2;"Other noninfective disorders of lymphatic vessels and lymph nodes";17;23617;513095;0,117647058823529;0,0460285132382892
17;"I95";1;"Hypotension";33;23617;513095;0,0303030303030303;0,0460285132382892
17;"I99";7;"Other and unspecified disorders of circulatory system";141;23617;513095;0,049645390070922;0,0460285132382892
17;"J02";3;"Acute pharyngitis";82;23617;513095;0,0365853658536585;0,0460285132382892
17;"J04";3;"Acute laryngitis and tracheitis";98;23617;513095;0,0306122448979592;0,0460285132382892
17;"J06";3;"Acute upper respiratory infections of multiple and unspecified sites";110;23617;513095;0,0272727272727273;0,0460285132382892
17;"J11";1;"Influenza, virus not identified";33;23617;513095;0,0303030303030303;0,0460285132382892
17;"J12";1;"Viral pneumonia, not elsewhere classified";10;23617;513095;0,1;0,0460285132382892
17;"J15";8;"Bacterial pneumonia, not elsewhere classified";313;23617;513095;0,0255591054313099;0,0460285132382892
17;"J18";545;"Pneumonia, organism unspecified";12516;23617;513095;0,0435442633429211;0,0460285132382892
17;"J20";23;"Acute bronchitis";684;23617;513095;0,033625730994152;0,0460285132382892
17;"J21";3;"Acute bronchiolitis";121;23617;513095;0,0247933884297521;0,0460285132382892
17;"J22";38;"Unspecified acute lower respiratory infection";817;23617;513095;0,0465116279069767;0,0460285132382892
17;"J32";1;"Chronic sinusitis";28;23617;513095;0,0357142857142857;0,0460285132382892
17;"J35";1;"Chronic diseases of tonsils and adenoids";3;23617;513095;0,333333333333333;0,0460285132382892
17;"J36";2;"Peritonsillar abscess";20;23617;513095;0,1;0,0460285132382892
17;"J38";2;"Diseases of vocal cords and larynx, not elsewhere classified";47;23617;513095;0,0425531914893617;0,0460285132382892
17;"J39";5;"Other diseases of upper respiratory tract";39;23617;513095;0,128205128205128;0,0460285132382892
17;"J40";15;"Bronchitis, not specified as acute or chronic";204;23617;513095;0,0735294117647059;0,0460285132382892
17;"J42";64;"Unspecified chronic bronchitis";1140;23617;513095;0,056140350877193;0,0460285132382892
17;"J43";124;"Emphysema";2558;23617;513095;0,0484753713838937;0,0460285132382892
17;"J44";740;"Other chronic obstructive pulmonary disease";16043;23617;513095;0,0461260362775042;0,0460285132382892
17;"J45";67;"Asthma";1360;23617;513095;0,0492647058823529;0,0460285132382892
17;"J46";9;"Status asthmaticus";261;23617;513095;0,0344827586206897;0,0460285132382892
17;"J47";8;"Bronchiectasis";70;23617;513095;0,114285714285714;0,0460285132382892
17;"J64";5;"Unspecified pneumoconiosis";87;23617;513095;0,0574712643678161;0,0460285132382892
17;"J68";3;"Respiratory conditions due to inhalation of chemicals, gases, fumes, and vapors";111;23617;513095;0,027027027027027;0,0460285132382892
17;"J69";14;"Pneumonitis due to solids and liquids";279;23617;513095;0,0501792114695341;0,0460285132382892
17;"J80";4;"Adult respiratory distress syndrome";147;23617;513095;0,0272108843537415;0,0460285132382892
17;"J81";40;"Pulmonary edema";730;23617;513095;0,0547945205479452;0,0460285132382892
17;"J84";90;"Other interstitial pulmonary diseases";2182;23617;513095;0,0412465627864345;0,0460285132382892
17;"J85";3;"Abscess of lung and mediastinum";103;23617;513095;0,029126213592233;0,0460285132382892
17;"J86";3;"Pyothorax";207;23617;513095;0,0144927536231884;0,0460285132382892
17;"J90";11;"Pleural effusion, not elsewhere classified";279;23617;513095;0,039426523297491;0,0460285132382892
17;"J93";4;"Pneumothorax";61;23617;513095;0,0655737704918033;0,0460285132382892
17;"J94";2;"Other pleural conditions";82;23617;513095;0,024390243902439;0,0460285132382892
17;"J96";26;"Respiratory failure, not elsewhere classified";409;23617;513095;0,0635696821515892;0,0460285132382892
17;"J98";112;"Other respiratory disorders";2393;23617;513095;0,0468031759297952;0,0460285132382892
17;"K04";3;"Diseases of pulp and periapical tissues";18;23617;513095;0,166666666666667;0,0460285132382892
17;"K10";3;"Other diseases of jaws";16;23617;513095;0,1875;0,0460285132382892
17;"K11";1;"Diseases of salivary glands";7;23617;513095;0,142857142857143;0,0460285132382892
17;"K12";1;"Stomatitis and related lesions";43;23617;513095;0,0232558139534884;0,0460285132382892
17;"K20";2;"Esophagitis";24;23617;513095;0,0833333333333333;0,0460285132382892
17;"K21";4;"Gastroesophageal reflux disease";206;23617;513095;0,0194174757281553;0,0460285132382892
17;"K22";6;"Other diseases of esophagus";223;23617;513095;0,0269058295964126;0,0460285132382892
17;"K25";65;"Gastric ulcer";1535;23617;513095;0,0423452768729642;0,0460285132382892
17;"K26";24;"Duodenal ulcer  ";463;23617;513095;0,0518358531317495;0,0460285132382892
17;"K27";30;"Peptic ulcer, site unspecified  ";506;23617;513095;0,0592885375494071;0,0460285132382892
17;"K29";46;"Gastritis and duodenitis";963;23617;513095;0,0477673935617861;0,0460285132382892
17;"K31";24;"Other diseases of stomach and duodenum";510;23617;513095;0,0470588235294118;0,0460285132382892
17;"K35";14;"Acute appendicitis";272;23617;513095;0,0514705882352941;0,0460285132382892
17;"K36";1;"Other appendicitis";2;23617;513095;0,5;0,0460285132382892
17;"K37";8;"Unspecified appendicitis";215;23617;513095;0,0372093023255814;0,0460285132382892
17;"K40";18;"Inguinal hernia";310;23617;513095;0,0580645161290323;0,0460285132382892
17;"K41";2;"Femoral hernia";45;23617;513095;0,0444444444444444;0,0460285132382892
17;"K42";5;"Umbilical hernia";172;23617;513095;0,0290697674418605;0,0460285132382892
17;"K43";9;"Ventral hernia";124;23617;513095;0,0725806451612903;0,0460285132382892
17;"K44";2;"Diaphragmatic hernia";160;23617;513095;0,0125;0,0460285132382892
17;"K46";8;"Unspecified abdominal hernia";220;23617;513095;0,0363636363636364;0,0460285132382892
